Gene_name	filter
C8orf31	-
FOXN3-AS2	-
CDC20B	-
CHL1-AS1	-
FAM86B1	-
OR8B2	-
SENP3-EIF4A1	-
MIR4427	-
SPEGNB	-
MTRF1	-
PRPF31	-
IMPDH1	-
CCNT2	-
ICAM2	-
LINC01143	-
DDX18	-
MAN1C1	-
IFNK	-
SLC18A3	-
CRYGD	-
ZNRF3-AS1	-
MT1DP	-
CD200R1L-AS1	-
TEKT1	-
TAS2R10	-
LURAP1L-AS1	-
SCN9A	-
TFPT	-
PLA2G4C	-
MAP7D3	-
NCKAP5L	-
MYO5C	-
NSDHL	-
LINC00210	-
LINC00304	-
PRAP1	-
LINC02511	-
USB1	-
PRSS40A	-
MT-TI	-
ZNF808	-
RNPEPL1	-
MS4A15	-
ARID3B	-
ABCC13	-
RUFY4	-
SDF4	-
PRDM16-DT	-
HSD17B8	-
SPDYE3	-
CACNA1C-AS1	-
LINC02134	-
NME7	-
DPY19L3	-
EMC10	-
STYK1	-
FAP	-
THEMIS	-
RAB20	-
FAM186A	-
AARS2	-
PRSS3P2	-
COG5	-
RSL24D1	-
LINC00380	-
CRYBA1	-
SNORA63B	-
ALKBH8	-
SLC44A3-AS1	-
NOSTRIN	-
OR2K2	-
LINC01543	-
L2HGDH	-
ARL13B	-
KISS1R	-
ZFP36L2	-
DRG2	-
SWT1	-
HLTF	-
ANTXR2	-
DEFB131A	-
LPP-AS2	-
SH3BP1	-
SNHG30	-
RECQL5	-
ZFP36L1	-
ZNF567	-
MYH7B	-
NAALADL1	-
MAP1A	*
BRF1	*
TNFRSF11B	*
OPA1	*
CLIC5	*
ORC1	*
MGAT2	*
MYO1C	*
FZD3	*
LAMA3	*
BRIP1	*
BDP1	*
TMPRSS3	*
MCM2	*
MYH14	*
ROR1	*
HGF	*
GRIP1	*
ATP2B2	*
FAS	*
POLH	*
PTPRQ	*
ZNF8-ERVK3-1	other
MST1	other
LOC101928174	other
LOC105370068	other
BMS1P2-AGAP9	other
LOC440084	other
LOC101928272	other
LOC102467226	other
ADA2	other
LOC728613	other
PLAC8	other
LOC100130207	other
LOC101929340	other
LOC105373159	other
FKBP6	other
LOC107985355	other
XLOC_008559	other
LOC101593348	other
GS1-279B7.1	other
GIP	other
PRG3	other
VAT1	other
LOC102723534	other
LOC100507384	other
LOC102606466	other
LOC101927237	other
KPNA7	other
TRNP1	other
LOC101928809	other
LOC284581	other
LOC101928618	other
CTD-2201I18.1	other
NPR3	other
LOC102724020	other
LOC100132202	other
LOC101929470	other
LOC105374205	other
PDXDC2P-NPIPB14P	other
LOC100505736	other
LOC102724511	other
LOC100506388	other
LOC100270746	other
LOC284788	other
LOC100128988	other
LOC101927356	other
LOC100996413	other
LOC101928516	other
LOC102724710	other
LOC442132	other
PSG1	other
LOC101927138	other
FLJ42969	other
LOC100287837	other
LOC646652	other
LOC101927189	other
LOC105371592	other
LOC100507351	other
LOC105372493	other
LOC101927845	other
LOC101927854	other
LOC101927746	other
LOC105371335	other
LOC100129434	other
LOC101929122	other
PAK1	other
LOC105372069	other
LOC145474	other
LOC101927359	other
LOC283710	other
LOC105369728	other
LOC110091768	other
ADCY3	other
LOC254896	other
LOC283856	other
LOC101929116	other
RNASE9	other
LOC107984399	other
LOC101928495	other
LOC107986876	other
LOC101927915	other
LOC100996325	other
LOC100507389	other
LOC642648	other
FLJ16779	other
LOC101928069	other
GS1-124K5.4	other
LOC101929767	other
LOC105372582	other
LOC107984036	other
LOC100652768	other
CLIP4	other
NCRNA00250	other
LOC101927914	other
LOC100128770	other
LOC339803	other
LOC102724163	other
LOC102723604	other
FLJ43315	other
LOC441081	other
LOC150935	other
LOC101929613	other
LOC101926915	other
RPL10	other
LOC100288748	other
LOC654780	other
LOC100131604	other
LOC105369274	other
LOC101928977	other
LOC100128076	other
FLJ37201	other
LOC101928902	other
LOC101929099	other
LOC285191	other
LOC100129046	other
LOC102724421	other
LOC101927055	other
LOC642929	other
LOC100128593	other
LOC100128993	other
LOC283214	other
LOC100499194	other
LOC101927787	other
LOC645967	other
LOC649352	other
TKT	other
LOC100506444	other
LOC100288203	other
LOC102724467	other
LOC285819	other
ME1	other
KLF14	other
LOC653653	other
LOC100288966	other
ODC1	other
LOC105374516	other
LOC101928994	other
KRTAP5-3	other
DLG4	other
LOC100130872	other
LOC102546299	other
LCP1	other
LOC101928058	other
ZNF322	other
KRTAP5-2	other
LOC101929528	other
LOC101929243	other
LOC105369146	other
LOC102723649	other
LOC285074	other
LOC646588	other
MTTP	other
ROR2	other
GLS	other
PXN	other
SI	other
LOC101927100	other
LOC106699570	other
LOC105376805	other
LOC100129603	other
GAL3ST2	other
LOC105375401	other
LOC401127	other
DLG1	other
LOC101927822	other
LOC105377448	other
LOC102467216	other
LOC100287175	other
LOC102725193	other
LOC613266	other
LOC105372440	other
LOC101928651	other
LOC344967	other
SRM	other
LOC101928786	other
LOC728660	other
RBP1	other
LOC100506885	other
LOC101928402	other
LOC100294145	other
LOC102723427	other
GJA10	other
LOC101929279	other
LOC105379194	other
LOC101927497	other
LOC101927795	other
LOC101928530	other
LOC728752	other
S100A14	other
LOC100129055	other
LOC101929054	other
LOC100507564	other
LOC102725191	other
LOC100506071	other
LOC101929762	other
LOC103908605	other
LOC102724153	other
LOC100507472	other
LOC101928605	other
AS-PTPRE	other
XLOC_007697	other
LOC101927513	other
LOC101928519	other
LOC100507506	other
LOC728975	other
LOC100129203	other
LOC101928254	other
GS1-24F4.2	other
LOC107984507	other
LOC100287329	other
LOC100131626	other
MMP24-AS1-EDEM2	other
HP09053	other
LOC110091776	other
LOC154761	other
LOC100132078	other
LOC105375423	other
LOC100130452	other
LOC101927151	other
LOC101929473	other
LOC101928269	other
LOC100499489	other
POM121	other
LOC642366	other
IQCF4	other
LOC101928437	other
LOC399975	other
LOC101927421	other
LOC100652999	other
FGF2	other
RASSF4	other
LOC101929165	other
LOC102724728	other
LOC101927342	other
LOC101927190	other
LOC101927752	other
LOC107984341	other
GS1-600G8.3	other
LOC105371789	other
LOC101928306	other
LOC407835	other
KCNK4-TEX40	other
LOC101927851	other
LOC102724919	other
LOC401324	other
LOC105378230	other
LOC642361	other
LOC101927640	other
CES2	other
LOC101928098	other
AR	other
LOC100130172	other
LOC101927709	other
LOC100287704	other
LOC101929140	other
LRP1	other
LOC105369921	other
LOC101928123	other
LOC101927636	other
LOC101929269	other
LOC101928134	other
BRF2	other
KCCAT198	other
LOC100287015	other
NPR2	other
DUX4	other
EIF3A	other
LOC105375787	other
SLC4A5	other
LOC284865	other
MS4A7	other
ZNF664-RFLNA	other
LOC100996318	other
LOC105379550	other
LOC105378933	other
LOC107987389	other
RPA1	other
ARHGAP10	other
LOC101929439	other
LOC645188	other
LOC728755	other
LOC101928661	other
LOC100506544	other
LOC101928424	other
LOC439933	other
LOC112268124	other
LOC730268	other
LOC389831	other
LOC107984132	other
LOC729652	other
LOC101927855	other
SNORA58B	other
LOC340512	other
LOC100233156	other
FLJ40194	other
LOC652276	other
LOC400499	other
LOC440910	other
LOC101927168	other
LOC100420587	other
LOC101928404	other
LOC101928909	other
GS1-594A7.3	other
LOC91450	other
LOC101928042	other
LOC105375843	other
LY6G6D	other
PTPA	other
LOC285097	other
LOC645752	other
LOC100379224	other
LOC100133050	other
LOC105377342	other
LOC103171574	other
LOC100996419	other
MPP5	other
MGC2889	other
LOC105371038	other
PP2672	other
AIP	other
FLJ30679	other
LOC102724450	other
LL22NC03-63E9.3	other
GRIN1	other
LOC101929577	other
LOC101927870	other
LOC101927884	other
LOC107001062	other
LOC105376114	other
RP1	other
LOC101928943	other
LOC101929124	other
LOC339685	other
LOC102723517	other
LOC101927417	other
LOC440311	other
LOC105370943	other
LOC100507373	other
CRSP8P	other
LOC101928894	other
LOC105370941	other
FLJ25758	other
LOC100630923	other
LOC105369391	other
LOC105373100	other
DAP	other
MAFA	other
LOC101927434	other
LTBP3	other
LOC105370295	other
RAX	other
PRH1-PRR4	other
PAN3	other
LOC105377623	other
FLJ38576	other
PLD1	other
LOC440346	other
FLJ12825	other
LOC339593	other
LOC105376306	other
LOC100507065	other
LOC105370457	other
TCF4	other
LOC730338	other
CHD5	other
LOC108783654	other
MAST1	other
GALNT17	other
TSL	other
LOC105379176	other
LOC101928748	other
LOC100507477	other
APPL2	other
LOC100129620	other
LOC283194	other
LOC105371763	other
GLA	other
MGC16025	other
LOC100287049	other
GJE1	other
BRCC3	other
ECRP	other
SCP2	other
LOC105369747	other
LOC100130950	other
LOC101928936	other
LOC103352541	other
LOC100129484	other
LOC101928063	other
LOC400541	other
LOC100129697	other
LOC101927000	other
LOC100507443	other
DSC1	other
RAF1	other
LOC101927964	other
LOC101927972	other
LOC101927948	other
LOC101928052	other
LOC100506730	other
LOC105376331	other
LOC102724301	other
LOC101929829	other
LOC389247	other
LOC105374454	other
LOC101926905	other
LOC101928446	other
LOC105371795	other
LOC101928398	other
F11	other
LOC101927394	other
LOC101929295	other
LOC400710	other
LOC101928708	other
LOC100129534	other
NTNG1	other
LOC101927827	other
LOC102725254	other
CDH3	other
LOC101928700	other
LOC101927420	other
EIF2AK1	other
LOC112694756	other
LOC101928201	other
LOC105371430	other
PNP	other
NMB	other
ANKRD20A4-ANKRD20A20P	other
LOC100130373	other
LOC105370586	other
LOC143666	other
LOC654841	other
LOC105378614	other
PDC	other
LOC102724488	other
LOC101929748	other
LOC101927699	other
LOC101929574	other
ERV3-1-ZNF117	other
MTVR2	other
CAST	other
LOC646029	other
MTF1	other
LOC339666	other
LOC105373352	other
LOC105369509	other
LOC102724788	other
LOC339539	other
LOC100130849	other
HK2	other
LOC107985911	other
LOC100505501	other
TTL	other
LOC101927989	other
LOC284930	other
LOC100506178	other
LOC101926948	other
LOC101927402	other
LOC101927635	other
LOC101927769	other
LOC100505622	other
LOC105373338	other
LOC101929188	other
LOC105378311	other
LOC285626	other
LOC401463	other
LOC101928433	other
RAD51L3-RFFL	other
LOC105372653	other
LOC441666	other
LOC440292	other
LOC100996249	other
LOC100505797	other
LOC100505978	other
LOC339874	other
THEG5	other
LOC100506271	other
LOC101241902	other
ADRA1A	other
RPA2	other
PIR-FIGF	other
TRPC7	other
LOC100287896	other
LOC105378127	other
HES1	other
LOC100287072	other
LOC440434	other
LOC643441	other
LOC148696	other
ISY1	other
LOC100132077	other
NRF1	other
LOC641367	other
MGA	other
LOC101928343	other
LOC105377372	other
LOC107984703	other
LOC101927967	other
MADD	other
LOC101928557	other
HRH1	other
LOC102723809	other
LOC646548	other
PPAT	other
LOC102467222	other
HCP5	other
LOC101929563	other
LOC101929006	other
C18orf61	other
DMP1	other
SPP1	other
LOC101927809	other
LOC100129917	other
LOC105376671	other
DLG2	other
LOC101929653	other
ALB	other
LOC100130298	other
SPN	other
LOC100422556	other
LOC728196	other
ECD	other
LOC101928510	other
LOC100289511	other
LOC100506358	other
SLURP2	other
LOC730668	other
LOC153910	other
LOC105374378	other
LOC101929106	other
LOC107985856	other
SOCS4	other
LOC403312	other
LOC101929217	other
LOC105373021	other
LOC100288123	other
LOC155060	other
C6	other
LOC284395	other
LOC101929237	other
LOC554206	other
RIF1	other
LOC101929130	other
LOC440896	other
LOC100129307	other
LOC105371458	other
LOC101929633	other
LOC101927839	other
LOC729867	other
LOC100128164	other
GJA9	other
NRP2	other
LOC105370619	other
SLC6A5	other
FAM106C	other
TTLL5	other
LOC100144595	other
LOC101927954	other
DEF6	other
LOC100132057	other
LOC101927488	other
SIRPB2	other
LOC574538	other
LOC105375429	other
LOC643542	other
ACAT2	other
LOC400682	other
LAT	other
LOC101929705	other
LOC105375773	other
LOC100996664	other
APPL1	other
LOC100132215	other
LNCRNA-ATB	other
LOC105374960	other
LOC100505774	other
LOC103611081	other
PC	other
LOC101929662	other
FLJ46906	other
LOC101928020	other
LOC100129129	other
LOC102724708	other
LOC105370361	other
LOC645485	other
LOC105377777	other
LOC100507551	other
LOC105369209	other
LOC101928266	other
LOC374443	other
LOC91548	other
LOC145783	other
LOC101928381	other
LOC102723704	other
LOC148709	other
LOC102724720	other
LOC105374060	other
LOC284240	other
LOC101927020	other
LOC100132813	other
LOC102723709	other
LOC105372071	other
ELF1	other
LOC112268068	other
LOC642943	other
LOC101927188	other
LOC100505915	other
LOC105373609	other
LOC286359	other
LOC101928093	other
LOC100130698	other
LOC100507002	other
LOC400622	other
FLJ31356	other
LOC550113	other
LOC101928414	other
INPP5E	other
LOC100190986	other
LOC105377651	other
LOC100506016	other
LOC284379	other
USP21	other
LOC646762	other
LOC101928718	other
LOC100996750	other
PRR4	other
LOC101928475	other
LOC105372383	other
LOC729683	other
FAAH	other
LOC101928008	other
LOC100500773	other
LOC105375166	other
LOC101928841	other
LOC101928626	other
LOC729815	other
GPX6	other
FMO2	other
LOC100287808	other
FLJ42393	other
BACH1	other
LOC100506497	other
LOC728715	other
DRC3	other
LOC102723335	other
LOC100286922	other
TPRKB	other
LOC102724034	other
LOC105372990	other
LOC107984784	other
LOC105370697	other
LOC286437	other
CTD-2194D22.4	other
LOC101929551	other
ZNF225	other
LOC101927045	other
LOC102724084	other
LOC105378683	other
USP10	other
LOC728554	other
LOC100049716	other
HSD52	other
LOC158435	other
LOC100130673	other
UGT2B11	other
LOC100506688	other
LOC101927881	other
LOC286083	other
LOC101927811	other
LOC643711	other
LOC112268355	other
LOC101926963	other
LOC101927310	other
LOC100130691	other
LOC101927142	other
LOC101928896	other
LOC153684	other
LOC101929319	other
LOC105372672	other
LOC100288866	other
LOC107985246	other
LOC152048	other
LOC728158	other
LOC105370362	other
LOC101928303	other
LOC101929512	other
TARP	other
BAP1	other
LOC644936	other
LRRN1	other
Gene_name	other
LOC644090	other
LOC100129175	other
LOC100507346	other
LOC105377924	other
PRO1804	other
LOC283335	other
LOC643802	other
CSN2	other
LOC100132356	other
LOC90246	other
LOC101929172	other
LOC645177	other
LOC107986794	other
LOC254028	other
LOC100287497	other
LOC104613533	other
LOC105370792	other
LOC108783645	other
NOS1	other
LOC729291	other
LOC101928135	other
LOC728739	other
LOC100506124	other
LOC100134391	other
RNH1	other
HAS1	other
SAT2	other
LOC101929162	other
PTPRO	other
LOC105378047	other
LOC105371703	other
PRG2	other
LOC100422212	other
TTF1	other
KRT6C	other
LOC100288254	other
LOC101928985	other
LOC105373378	other
LOC112577516	other
LOC102725021	other
FLJ42627	other
LOC101930085	other
LOC643406	other
PER1	other
LOC100129148	other
HS3ST5	other
LOC653080	other
SCG3	other
HRAT17	other
ME2	other
LOC102724096	other
GPT	other
LOC101928370	other
CPS1	other
LOC105373156	other
LOC101928307	other
LOC339059	other
KLHL6	other
LOC100192426	other
LOC780529	other
LOC101928438	other
LOC340357	other
TPO	other
LOC100505658	other
SCYL3	other
FKBP9	other
GRIK2	other
LOC101929479	other
EXT2	other
LOC100507548	other
HPAT5	other
LOC339975	other
RAB41	other
LOC283028	other
LOC102724908	other
HARS2	other
SERF2-C15ORF63	other
LOC392364	other
CTD-2270F17.1	other
HP	other
LOC647070	other
LOC100288069	other
LOC606724	other
LOC101929464	other
LOC283922	other
LOC105378979	other
LOC101928804	other
MAG	other
LOC101929645	other
LOC101928002	other
LOC105369306	other
LOC101928335	other
LOC105374704	other
KCNMB2	other
LOC105370708	other
LOC100134040	other
EAF2	other
LOC100287792	other
LOC100507156	other
LOC101929234	other
LOC101928441	other
LOC440300	other
LOC101928461	other
LOC729558	other
LOC100505938	other
PKD1P4-NPIPA8	other
LOC100507599	other
LOC101929526	other
LOC283038	other
LOC101928295	other
DLC1	other
LOC101927272	other
POP4	other
LOC101929227	other
TF	other
LOC220729	other
LOC102724593	other
LOC283299	other
LOC646471	other
EBP	other
LOC100506281	other
LOC105373759	other
SAG	other
CPO	other
LOC102724612	other
LOC730202	other
LOC100996842	other
LOC101927066	other
LOC100506098	other
LOC101928797	other
DUSP1	other
LOC390877	other
LOC644669	other
SAP130	other
LOC100133077	other
LOC100996437	other
LOC101929552	other
FEM1A	other
LOC100128531	other
LOC101928053	other
LOC105375556	other
LOC105373764	other
LOC100287846	other
LOC101930421	other
LOC105379192	other
LOC105371824	other
LOC101927296	other
LOC105374312	other
LOC102725023	other
LOC100996643	other
NAT2	other
LOC646938	other
MGC15885	other
LOC107985184	other
LOC102723566	other
LOC102724927	other
LOC105369212	other
LOC101929413	other
LOC441601	other
LOC105371485	other
LOC729603	other
TBC1D3I	other
LOC101927357	other
LOC389834	other
LOC105369140	other
LOC105370954	other
LOC285095	other
LOC105375690	other
MPP6	other
PKD1P3-NPIPA1	other
SMO	other
LOC105369879	other
LOC440700	other
LTBP2	other
LOC101929058	other
AA06	other
LOC105376360	other
LOC101929721	other
LOC145694	other
LOC729254	other
LOC653712	other
NBN	other
CHL1	other
LOC414300	other
LOC102723345	other
LOC100130357	other
FLJ31104	other
LOC101928540	other
LOC100507600	other
LOC100289473	other
LOC283683	other
LOC221946	other
LOC101927830	other
ELN	other
GJA9-MYCBP	other
LOC101927727	other
LOC105374428	other
HCG2040054	other
TRY2P	other
LOC653513	other
LOC102467081	other
HK3	other
LOC339862	other
LOC105371855	other
LOC101927178	other
MGC12916	other
DLG3	other
LOC100129083	other
LOC727896	other
KC6	other
SEPT5-GP1BB	other
LOC101929532	other
SLK	other
LOC102724058	other
LOC105375972	other
PCM1	other
LOC103021295	other
CAD	other
LOC105374338	other
LOC100507412	other
ACBD7-DCLRE1CP1	other
LOC441455	other
LOC101928075	other
LOC101928617	other
LOC107985820	other
LOC284798	other
RRP1	other
LOC150776	other
NLK	other
GALNT7	other
LOC51145	other
LOC100128398	other
LOC101927021	other
LOC101928663	other
LOC400684	other
LOC101929452	other
LOC651337	other
LYPLAL1-AS1	other
LOC100507634	other
SMURF2P1-LRRC37BP1	other
LOC400464	other
LOC100506790	other
LOC100128059	other
LOC100996671	other
LOC101928140	other
LOC101928273	other
LOC100132686	other
LOC285638	other
LOC643201	other
LOC101927269	other
LOC389906	other
EMILIN3	other
LOC729080	other
LOC112268140	other
LOC101928861	other
ANKRD30BP3	other
CPA6	other
LOC101927318	other
GS1-124K5.11	other
LOC101929353	other
LOC101927354	other
LOC104968399	other
LOC389765	other
LOC100505841	other
LOC102725121	other
LOC102724532	other
LOC101929384	other
LOC150051	other
LOC107105282	other
LOC101927480	other
LOC102606465	other
LOC101927814	other
LOC101927502	other
LOC93429	other
LOC202181	other
LOC105377763	other
LOC101927690	other
LOC101927079	other
LOC100996447	other
KIAA1656	other
LOC285593	other
LOC101929128	other
LOC100506682	other
LOC93622	other
BTF3	other
LOC100133315	other
TAP1	other
LOC644215	other
LOC101927793	other
LOC101929415	other
LOC641746	other
DKFZp451B082	other
LOC643387	other
LOC100505585	other
LOC100128361	other
LOC101928775	other
LOC101928627	other
LOC100288208	other
LOC101928128	other
ACP1	other
LOC388780	other
LOC341056	other
LOC729930	other
LOC392232	other
LOC101927048	other
FLJ22447	other
LOC105376271	other
CPN2	other
LOC101927539	other
GRP	other
GPI	other
LOC105370757	other
LOC100288175	other
LOC105371814	other
DKFZP434H168	other
LOC100128253	other
STAP1	other
LOC112268354	other
LOC105374042	other
CDH20	other
LOC107984813	other
LOC286178	other
LOC101928881	other
LOC101927164	other
LOC101929229	other
LOC105372633	other
KRTAP5-8	other
MIG7	other
LOC100288798	other
LOC101928371	other
FLJ20021	other
PDF	other
LOC100128325	other
LOC101927911	other
LOC101927378	other
CER1	other
LOC105371267	other
LOC101927516	other
LOC105370473	other
SRGAP2	other
POLK	other
USE1	other
LOC101927657	other
BMS1P4-AGAP5	other
LOC102724135	other
AQP9	other
LOC101929331	other
SMS	other
RAC1	other
LOC101930010	other
LOC105372273	other
LOC101926935	other
LOC101927143	other
LOC101928191	other
LOC101927666	other
LOC100507516	other
DIO1	other
LOC154449	other
OVOS2	other
MGC4859	other
LOC285762	other
LOC100131257	other
CLC	other
EIF2A	other
LOC100133286	other
LOC101059915	other
LOC105372441	other
LOC389602	other
LOC389641	other
LOC541472	other
LOC105378292	other
LOC100131496	other
LOC649133	other
LOC101927623	other
CRAT37	other
MOS	other
LOC101927789	other
HK1	other
LOC100507283	other
SMAP2	other
LOC101928489	other
LOC400627	other
TAP2	other
LOC101927391	other
LOC339260	other
LOC145845	other
LOC729218	other
PAK5	other
LOC101928211	other
MPDZ	other
LOC645202	other
MGC27382	other
LOC101927476	other
LOC100288728	other
LOC101928882	other
LOC105379152	other
LOC100506679	other
RBP3	other
LOC102723360	other
FLJ42351	other
LOC101928961	other
LOC101926908	other
LOC101928737	other
LOC100506476	other
EAF1	other
LOC101927053	other
CRP	other
LOC101927708	other
HEAT2	other
LOC284933	other
SPP2	other
LOC101928048	other
LOC102725072	other
HGC6.3	other
LOC100506142	other
LOC105371899	other
LOC105375800	other
GPR26	other
LOC101928535	other
LOC102724904	other
SLIT3	other
LOC101929268	other
CTAGE4	other
GCOM1	other
ZNF230	other
MGAT1	other
RNR1	other
LOC100505715	other
LOC105371880	other
LOC101928673	other
LOC101928590	other
LOC101927157	other
LOC101926962	other
FLJ40288	other
LOC102724152	other
LOC102724596	other
SMAD1	other
LOC729966	other
LOC441087	other
LOC100422781	other
LOC100507291	other
LOC102723493	other
LOC728392	other
LOC93463	other
CDH7	other
LOC101928491	other
OVOS	other
LOC283387	other
FLJ33534	other
LOC107985033	other
LOC105369201	other
LOC283731	other
LOC101929555	other
PBX2	other
LOC100507437	other
LOC100505782	other
LOC107984265	other
LOC100133091	other
APC2	other
LOC400867	other
LOC101929109	other
LOC107985946	other
LOC100128885	other
LOC100240734	other
TMEM155	other
LOC101927468	other
RGS13	other
C21orf59-TCP10L	other
LOC100506188	other
LOC101059948	other
LOC100287944	other
LOC100419583	other
LOC440982	other
RNASEH1	other
CA5BP1-CA5B	other
LOC101929488	other
STAG1	other
LOC105369332	other
LOC105378123	other
LOC100507507	other
LOC100335030	other
LOC285889	other
LOC101928937	other
LOC100128494	other
LOC102724378	other
LOC101929592	other
FLJ46875	other
LOC100996263	other
LOC101928445	other
LOC101928942	other
LOC339902	other
RPL13	other
LOC100129617	other
LOC644285	other
LOC100128340	other
LOC100505874	other
LOC100101148	other
LOC105369507	other
LOC105375297	other
LOC114841037	other
LOC101928000	other
LOC101927437	other
LOC101928858	other
LOC441086	other
TEP1	other
LOC401357	other
DSC3	other
ATR	other
ZNF474	other
PRH1-TAS2R14	other
CNP	other
MGC34796	other
LOC101060553	other
DRP2	other
LOC729737	other
LOC100996349	other
LOC105371046	other
LOC110384692	other
LOC101928697	other
LOC102467080	other
LOC101927620	other
PMP22	other
LOC541473	other
LOC100287010	other
LOC107984282	other
LOC441052	other
MGAT3	other
LOC101927139	other
BCRP2	other
SCYL2	other
LOC646903	other
LOC103344931	other
MPP4	other
LOC392196	other
LOC101929599	other
LOC101448202	other
LOC101927166	other
LOC101926913	other
LOC101929154	other
B3GNT6	other
RFC1	other
LOC101929460	other
LOC100129540	other
LOC102723385	other
LOC101927040	other
PRODH2	other
LOC441242	other
LOC101928696	other
LOC102724738	other
LOC101928358	other
ADAM23	other
PP7080	other
LIG1	other
HLA-H	other
LOC101927551	other
LOC101927604	other
LOC729732	other
LOC101928333	other
LOC101927691	other
LOC100506869	other
BRI3	other
LINCR-0001	other
LOC101928725	other
LOC105377621	other
LOC100506403	other
LOC440040	other
LOC101929380	other
LOC101927692	other
LOC100505716	other
SLC17A2	other
LOC101928505	other
LOC440173	other
LOC101927023	other
LOC102723824	other
LOC100126784	other
GOT1	other
LOC100132249	other
LOC105274304	other
LOC105370489	other
C7	other
LOC102724849	other
LOC105374972	other
LOC401261	other
LOC101928764	other
LOC285766	other
FLJ32255	other
LOC647264	other
LMO7-AS1	other
LOC100996724	other
FLJ36000	other
LOC101929259	other
LOC101929657	other
LOC105370687	other
LOC105378586	other
CNR2	other
LOC157273	other
CSN3	other
HOXA10-HOXA9	other
GK2	other
LOC101929523	other
LOC402096	other
LOC100506472	other
IK	other
LOC100128310	other
LOC105375115	other
RAB11B	other
LOC112267871	other
LOC653160	other
LOC101929935	other
MGC70870	other
LOC105373782	other
LOC729296	other
LOC442028	other
LOC100506023	other
MAP2	other
XBP1	other
LOC100288162	other
LOC100506076	other
LOC257396	other
LOC107986163	other
LOC644762	other
LOC102724484	other
CAND1.11	other
LOC101927078	other
LOC100130331	other
LOC101927410	other
LOC441204	other
LOC283665	other
CAP2	other
LOC101927770	other
LOC100506302	other
LOC101928418	other
LOC613206	other
WDR11	other
DDX11L1	other
MGC32805	other
LOC100129935	other
ARG1	other
LOC729968	other
LOC101927974	other
LOC100505918	other
LOC497256	other
LOC105377752	other
LOC101927907	other
LOC100132831	other
LOC105378146	other
LOC101929719	other
LOC101928105	other
LOC100128317	other
NAPA	other
LOC101929882	other
CPD	other
LOC101928682	other
LOC100131315	other
LOC343052	other
LOC642484	other
TAF4B	other
LOC101928911	other
LOC102724404	other
LOC100506585	other
LOC101927358	other
FAH	other
LOC100506321	other
LOC102724580	other
LOC100289561	other
LOC101927018	other
LOC105371730	other
LOC284950	other
MMP21	other
LOC441179	other
HPF1	other
RGP1	other
LOC101559451	other
MYT1	other
LOC100310756	other
LOC102723701	other
KLK3	other
LOC101928940	other
LOC100506551	other
LINCR-0002	other
LOC285804	other
MPP7	other
LOC105371998	other
TSG1	other
AGT	other
NOP9	other
NOS2	other
LOC102467217	other
NSL1	other
LOC105378098	other
MAK	other
LOC101928517	other
PARGP1-AGAP4	other
LOC284191	other
LOC105371925	other
LOC728673	other
LOC100996740	other
BRMS1	other
LGALS17A	other
LOC100130238	other
RBM5-AS1	other
LOC100507642	other
LOC101928523	other
LOC100289361	other
LOC101927248	other
LOC100505795	other
LOC105374988	other
LOC105372028	other
LOC101928834	other
DKFZP586I1420	other
LOC105371328	other
LOC401176	other
DSC2	other
LOC101927136	other
LOC100291105	other
LOC100128386	other
LOC101928222	other
LOC339166	other
LOC105371414	other
LOC648987	other
LOC101928855	other
LOC105377716	other
LOC100272217	other
LOC101929718	other
MEIS3	other
LOC105378137	other
LOC101927245	other
LOC105375131	other
LOC105370622	other
LOC644634	other
KRTAP5-9	other
ARC	other
RPF1	other
LOC100131289	other
LOC101929998	other
LOC105371215	other
HSD17B7	other
SRA1	other
LOC100506675	other
FLG	other
MEAT6	other
LOC101929073	other
LOC101929297	other
LOC101926964	other
NOS3	other
LOC401478	other
CCZ1P-OR7E38P	other
LOC100130548	other
LOC100130449	other
LOC100506606	other
LIPA	other
LOC101928417	other
LOC105378183	other
LOC101928372	other
FBP2	other
LOC441155	other
LOC100128653	other
LOC101928551	other
LOC102724874	other
LOC105377590	other
LOC101929057	other
LOC100631378	other
LOC101928401	other
LOC101928907	other
LOC100130264	other
LOC101928796	other
LOC100128288	other
LOC100128882	other
LOC340090	other
LOC100506474	other
MRPS35	other
KU-MEL-3	other
UNQ6494	other
LIMS3-LOC440895	other
LOC101928163	other
MS4A2	other
LOC284344	other
PNKY	other
LOC101929076	other
LOC101928674	other
LOC101927543	other
PKD1P5-LOC105376752	other
MBP	other
LOC101928596	other
LOC399815	other
TRIM59-IFT80	other
LOC100130268	other
LOC101927575	other
LOC105374952	other
GCKR	other
LOC105747689	other
LOC100652758	other
SPATA8	other
LOC105371849	other
MIR499A	other
HDC	other
LOC105374820	other
LOC101927447	other
LOC112267881	other
LOC101927829	other
LOC101929431	other
LOC101927730	other
LOC101928386	other
WBP1	other
LOC100507006	other
LOC100505912	other
LOC284009	other
LOC100507547	other
LOC102723665	other
LOC100996385	other
SULT1C2	other
LOC101929621	other
LOC100506990	other
LOC100129034	other
LOC101927824	other
LOC101928012	other
BCAM	other
LOC101409256	other
ING2	other
LOC646214	other
LOC100506258	other
